searge,name,side,desc
func_70300_a,isUseableByPlayer,2,Do not make give this method the name canInteractWith because it clashes with Container
func_70301_a,getStackInSlot,2,Returns the stack in slot i
func_70302_i_,getSizeInventory,2,Returns the number of slots in the inventory.
func_70304_b,getStackInSlotOnClosing,2,"When some containers are closed they call this on each slot, then drop whatever it returns as an EntityItem - like when you close a workbench GUI."
func_70305_f,closeInventory,2,Method to close inventory on this inventory player.
func_70429_k,decrementAnimations,2,Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block.
func_70430_l,getTotalArmorValue,2,"Based on the damage values and maximum damage values of each armor item, returns the current armor value."
func_70431_c,hasItemStack,2,Returns true if the specified ItemStack exists in the inventory.
func_70432_d,storeItemStack,2,stores an itemstack in the users inventory
func_70436_m,dropAllItems,2,Drop all armor and main inventory items.
func_70437_b,setItemStack,2,Sets the item stack of this inventory player.
func_70440_f,armorItemInSlot,2,returns a player armor item (as itemstack) contained in specified armor slot.
func_70441_a,addItemStackToInventory,2,"Adds the item stack to the inventory, returns false if it is impossible."
func_70442_a,writeToNBT,2,"Writes the inventory out as a list of compound tags. This is where the slot indices are used (+100 for armor, +80 for crafting)."
func_70443_b,readFromNBT,2,Reads from the given tag list and fills the slots in the inventory with the correct items.
func_70445_o,getItemStack,2,Gets the item stack of this inventory player.
func_70447_i,getFirstEmptyStack,2,Returns the first item stack that is empty.
func_70448_g,getCurrentItem,2,Returns the item stack currently held by the player.
func_70449_g,damageArmor,2,Damages armor in each slot by the specified amount.
func_70451_h,getHotbarSize,2,Get the size of the player hotbar inventory
func_70452_e,storePartialItemStack,2,This function stores as many items of an ItemStack as possible in a matching slot and returns the quantity of left over items.
func_70453_c,changeCurrentItem,2,Switch the current item to the next one or the previous one
func_70455_b,copyInventory,2,Copy the ItemStack contents from another InventoryPlayer instance
func_70463_b,getStackInRowAndColumn,2,"Returns the itemstack in the slot specified (Top left is 0, 0). Args: row, column"
func_70468_h,getCurrentRecipe,2,Gets the current recipe of this inventory merchant.
func_70469_d,inventoryResetNeededOnSlotChange,2,"if par1 slot has changed, does resetRecipeAndSlots need to be called?"
func_70470_g,resetRecipeAndSlots,2,Method to reset recipe and slots on this inventory merchant.
func_70471_c,setCurrentRecipeIndex,2,Sets the current recipe indeX of this inventory merchant.
func_70486_a,loadInventoryFromNBT,2,Method to load inventory from NBT on this inventory ender chest.
func_70487_g,saveInventoryToNBT,2,Method to save inventory to NBT on this inventory ender chest.
func_70491_i,getDamage,2,Gets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70492_c,setDamage,2,Sets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70493_k,getRollingDirection,2,Gets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70494_i,setRollingDirection,2,Sets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70496_j,getRollingAmplitude,2,Gets the rolling amplitude the cart rolls while being attacked.
func_70497_h,setRollingAmplitude,2,Sets the rolling amplitude the cart rolls while being attacked.
func_70515_d,explode,2,Method to explode on this tnt primed entity.
func_70518_d,onValidSurface,2,checks to make sure painting can be placed there
func_70526_d,getXpValue,2,Returns the XP value of this XP orb.
func_70527_a,getXPSplit,2,Get a fragment of the maximum experience points value for the supplied value of experience points value.
func_70528_g,getTextureByXP,2,Returns a number from 1 to 10 based on how much XP this orb is worth. This is used by RenderXPOrb to determine what texture to use.
func_70534_d,getRedColorF,2,Gets the red color f of this particle.
func_70535_g,getBlueColorF,2,Gets the blue color f of this particle.
func_70536_a,setParticleTextureIndex,2,Public method to set private field particleTextureIndex.
func_70537_b,getFXLayer,2,Gets the particle effect layer of this digging fx entity.
func_70538_b,setRBGColorF,2,Sets the rbg color f of this particle.
func_70539_a,renderParticle,2,Method to render particle on this digging fx entity.
func_70541_f,multipleParticleScaleBy,2,Method to multiple particle scale by on this particle.
func_70542_f,getGreenColorF,2,Gets the green color f of this particle.
func_70543_e,multiplyVelocity,2,Method to multiply velocity on this particle.
func_70589_b,setBaseSpellTextureIndex,2,Sets the base spell texture index
func_70596_a,applyColourMultiplier,2,"If the block has a colour multiplier, copies it to this particle and returns this particle."
func_70599_aP,getSoundVolume,2,Returns the volume for the sounds this mob makes.
func_70600_l,dropRareDrop,2,Method to drop rare drop on this zombie entity.
func_70601_bi,getCanSpawnHere,2,Checks if the entity's current position is a valid location to spawn this entity.
func_70603_bj,getRenderSizeModifier,2,Returns render size modifier
func_70604_c,setRevengeTarget,2,Sets the revenge target of this villager entity.
func_70605_aq,getMoveHelper,2,Gets the move helper of this living entity.
func_70606_j,setHealth,2,Sets the health of this living entity.
func_70608_bn,isPlayerSleeping,2,Returns whether player is sleeping or not
func_70609_aI,onDeathUpdate,2,"handles entity death timer, experience orb and particle creation"
func_70610_aX,isMovementBlocked,2,Dead and sleeping entities cannot move
func_70612_e,moveEntityWithHeading,2,"Moves the entity based on the specified heading.  Args: strafe, forward"
func_70613_aW,isClientWorld,2,Returns whether the entity is in a local (client) world
func_70614_a,rayTrace,2,"Performs a ray trace for the distance specified and using the partial tick time. Args: distance, partialTickTime"
func_70615_aA,eatGrassBonus,2,This function applies the benefits of growing back wool and faster growing up to the acting entity. (This function is used in the AIEatGrass)
func_70617_f_,isOnLadder,2,"returns true if this entity is by a ladder, false otherwise"
func_70618_n,removePotionEffectClient,2,Remove the speified potion effect from this entity.
func_70619_bc,updateAITasks,2,Method to update AI tasks on this wither entity.
func_70620_b,getItemIcon,2,Gets the Icon Index of the item currently held
func_70621_aR,getHurtSound,2,Returns the sound this mob makes when it is hurt.
func_70623_bb,despawnEntity,2,Makes the entity despawn if requirements are reached
func_70624_b,setAttackTarget,2,Sets the active target the Task system uses for tracking
func_70625_a,faceEntity,2,Changes pitch and yaw so that the entity calling the function is facing the entity provided as an argument.
func_70626_be,updateEntityActionState,2,Method to update entity action state on this player.
func_70627_aG,getTalkInterval,2,"Get number of ticks, at least during which the living entity will be silent."
func_70628_a,dropFewItems,2,Drop 0-2 items of this living's type
func_70629_bd,updateAITick,2,"main AI tick function, replaces updateEntityActionState"
func_70631_g_,isChild,2,"If Animal, checks if the age timer is negative"
func_70632_aY,isBlocking,2,Checks if this player is blocking.
func_70634_a,setPositionAndUpdate,2,Sets the position of the entity and updates the 'last' variables
func_70635_at,getEntitySenses,2,returns the EntitySenses Object for the EntityLiving
func_70636_d,onLivingUpdate,2,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
func_70637_d,setJumping,2,Sets the jumping of this living entity.
func_70638_az,getAttackTarget,2,Gets the active target the Task system uses for tracking
func_70639_aQ,getLivingSound,2,Returns the sound this mob makes while it's alive.
func_70641_bl,getMaxSpawnedInChunk,2,Will return how many at most can spawn in a chunk at once.
func_70642_aH,playLivingSound,2,Plays living's sound at its position
func_70643_av,getAITarget,2,Gets the AI target of this living entity.
func_70644_a,isPotionActive,2,Checks if this living entity is potion active.
func_70645_a,onDeath,2,Called when the mob's health reaches 0.
func_70646_bf,getVerticalFaceSpeed,2,The speed it takes to move the entityliving's rotationPitch through the faceEntity method. This is only currently use in wolves.
func_70647_i,getSoundPitch,2,Gets the pitch of living sounds in living entities.
func_70648_aU,canBreatheUnderwater,2,Checks if this water mob entity is breathe underwater.
func_70650_aV,isAIEnabled,2,Returns true if the newer Entity AI code should be run
func_70651_bq,getActivePotionEffects,2,Gets the active potion effects of this living entity.
func_70652_k,attackEntityAsMob,2,Method to attack entity as mob on this zombie entity.
func_70653_a,knockBack,2,knocks back this entity
func_70654_ax,getAge,2,Gets the age of this living entity.
func_70655_b,applyArmorCalculations,2,"Reduces damage, depending on armor"
func_70656_aK,spawnExplosionParticle,2,Spawns an explosion particle around the Entity's location
func_70657_f,setMoveForward,2,Sets the move forward of this living entity.
func_70658_aO,getTotalArmorValue,2,Returns the current armor value as determined by a call to InventoryPlayer.getTotalArmorValue
func_70659_e,setAIMoveSpeed,2,set the movespeed used for the new AI system
func_70660_b,getActivePotionEffect,2,"returns the PotionEffect for the supplied Potion if it is active, null otherwise."
func_70661_as,getNavigator,2,Gets the navigator of this living entity.
func_70662_br,isEntityUndead,2,Returns true if this entity is undead.
func_70663_b,updateRotation,2,"Arguments: current rotation, intended rotation, max increment."
func_70664_aZ,jump,2,Causes this entity to do an upwards motion (jumping).
func_70665_d,damageEntity,2,Deals damage to the entity. If its a EntityPlayer then will take damage from the armor first and then health second with the reduced value. Args: damageAmount
func_70666_h,getPosition,2,interpolated position vector
func_70668_bt,getCreatureAttribute,2,Get this Entity's EnumCreatureAttribute
func_70669_a,renderBrokenItemStack,2,Renders broken item particles using the given ItemStack
func_70670_a,onNewPotionEffect,2,Called when this living entity new potion effect.
func_70671_ap,getLookHelper,2,Gets the look helper of this living entity.
func_70672_c,applyPotionDamageCalculations,2,"Reduces damage, depending on potions"
func_70673_aS,getDeathSound,2,Returns the sound this mob makes on death.
func_70674_bp,clearActivePotions,2,Method to clear active potions on this living entity.
func_70675_k,damageArmor,2,Method to damage armor on this player.
func_70676_i,getLook,2,interpolated look vector
func_70678_g,getSwingProgress,2,Returns where in the swing animation the living entity is (from 0 to 1).  Args: partialTickTime
func_70679_bo,updatePotionEffects,2,Method to update potion effects on this living entity.
func_70681_au,getRNG,2,Gets the rng of this living entity.
func_70682_h,decreaseAirSupply,2,Decrements the entity's air supply when underwater
func_70683_ar,getJumpHelper,2,Gets the jump helper of this living entity.
func_70684_aJ,isPlayer,2,Only use is to identify if class is an instance of player for experience dropping
func_70685_l,canEntityBeSeen,2,returns true if the entity provided in the argument can be seen. (Raytrace)
func_70686_a,canAttackClass,2,Returns true if this entity can attack entities of the specified class.
func_70687_e,isPotionApplicable,2,Checks if this spider entity is potion applicable.
func_70688_c,onFinishedPotionEffect,2,Called when this living entity finished potion effect.
func_70689_ay,getAIMoveSpeed,2,the movespeed used for the new AI system
func_70690_d,addPotionEffect,2,adds a PotionEffect to the entity
func_70691_i,heal,2,Heal living entity (param: amount of half-hearts)
func_70692_ba,canDespawn,2,"Determines if an entity can be despawned, used on idle far away entities"
func_70693_a,getExperiencePoints,2,Get the experience points the entity currently has.
func_70694_bm,getHeldItem,2,"Returns the item that this EntityLiving is holding, if any."
func_70695_b,onChangedPotionEffect,2,Called when this living entity changed potion effect.
func_70777_m,getEntityToAttack,2,returns the target Entity
func_70778_a,setPathToEntity,2,sets the pathToEntity
func_70779_j,updateWanderPath,2,Time remaining during which the Animal is sped up and flees.
func_70780_i,isMovementCeased,2,Disables a mob's ability to move on its own while true.
func_70781_l,hasPath,2,"if the entity got a PathEntity it returns true, else false"
func_70782_k,findPlayerToAttack,2,"Finds the closest player within 16 blocks to attack, or null if this Entity isn't interested in attacking (Animals, Spiders at day, peaceful PigZombies)."
func_70783_a,getBlockPathWeight,2,"Takes a coordinate in and returns a weight to determine how likely this creature will try to path to the block. Args: x, y, z"
func_70784_b,setTarget,2,Sets the entity which is to be attacked.
func_70785_a,attackEntity,2,Basic mob attack. Default to touch of death in EntityCreature. Overridden by each mob to define their attack.
func_70790_a,isCourseTraversable,2,True if the ghast has an unobstructed line of travel to the waypoint.
func_70799_a,setSlimeSize,2,Sets the slime size of this slime entity.
func_70800_m,canDamagePlayer,2,Indicates weather the slime is able to damage the player (based upon the slime's size)
func_70801_i,getSlimeParticle,2,Returns the name of a particle effect that may be randomly created by EntitySlime.onUpdate()
func_70802_j,createInstance,2,Method to create instance on this slime entity.
func_70803_o,getJumpSound,2,Returns the name of the sound played when the slime jumps.
func_70804_p,makesSoundOnLand,2,Returns true if the slime makes a sound when it lands after a jump (based upon the slime's size)
func_70805_n,getAttackStrength,2,"Gets the amount of damage dealt to the player when ""attacked"" by the slime."
func_70806_k,getJumpDelay,2,Gets the amount of time the slime needs to wait between jumps.
func_70807_r,makesSoundOnJump,2,Returns true if the slime makes a sound when it jumps (based upon the slime's size)
func_70808_l,alterSquishAmount,2,Method to alter squish amount on this slime entity.
func_70809_q,getSlimeSize,2,Returns the size of the slime.
func_70814_o,isValidLightLevel,2,Checks to make sure the light is not too bright where the mob is spawning
func_70816_c,teleportToEntity,2,Teleport the enderman to another entity
func_70817_b,setCarryingData,2,Set the metadata of the block an enderman carries
func_70819_e,setScreaming,2,Sets the screaming of this Enderman.
func_70820_n,teleportRandomly,2,Teleport the enderman to a random nearby position
func_70821_d,shouldAttackPlayer,2,Checks to see if this enderman should be attacking this player
func_70823_r,isScreaming,2,Checks if this Enderman is screaming.
func_70824_q,getCarryingData,2,Get the metadata of the block an enderman carries
func_70825_j,teleportTo,2,Teleport the enderman
func_70829_a,setCreeperState,2,"Sets the state of creeper, -1 to idle and 1 to be 'in fuse'"
func_70830_n,getPowered,2,Returns true if the creeper is powered by a lightning bolt.
func_70831_j,getCreeperFlashIntensity,2,Params: (Float)Render tick. Returns the intensity of the creeper's flash when it is ignited.
func_70832_p,getCreeperState,2,"Returns the current state of creeper, -1 is idle, 1 is 'in fuse'"
func_70835_c,becomeAngryAt,2,Causes this PigZombie to become angry at the supplied Entity (which will be a player).
func_70839_e,setBesideClimbableBlock,2,"Updates the WatchableObject (Byte) created in entityInit(), setting it to 0x01 if par1 is true or 0x00 if it is false."
func_70841_p,isBesideClimbableBlock,2,Returns true if the WatchableObject (Byte) is 0x01 otherwise returns false. The WatchableObject is updated using setBesideClimableBlock.
func_70849_f,setPlayerCreated,2,Sets the player created of this iron golem entity.
func_70850_q,isPlayerCreated,2,Checks if this iron golem entity is player created.
func_70851_e,setHoldingRose,2,Sets the holding rose of this iron golem entity.
func_70852_n,getVillage,2,Gets the village of this iron golem entity.
func_70853_p,getHoldRoseTick,2,Gets the hold rose tick of this iron golem entity.
func_70854_o,getAttackTimer,2,Gets the attack timer of this iron golem entity.
func_70873_a,setGrowingAge,2,"The age value may be negative or positive or zero. If it's negative, it get's incremented on each tick, if it's positive, it get's decremented each tick. With a negative value the Entity is considered a child."
func_70874_b,getGrowingAge,2,"The age value may be negative or positive or zero. If it's negative, it get's incremented on each tick, if it's positive, it get's decremented each tick. Don't confuse this with EntityLiving.getAge. With a negative value the Entity is considered a child."
func_70875_t,resetInLove,2,Method to reset in love on this animal entity.
func_70876_c,procreate,2,Creates a baby animal according to the animal type of the target at the actual position and spawns 'love' particles.
func_70877_b,isBreedingItem,2,"Checks if the parameter is an item which this animal can be fed to breed it (wheat, carrots or seeds depending on the animal type)"
func_70878_b,canMateWith,2,Returns true if the mob is currently able to mate with the specified mob.
func_70880_s,isInLove,2,Returns if the entity is currently in 'love mode'.
func_70891_b,setFleeceColor,2,Sets the fleece color of this sheep entity.
func_70892_o,getSheared,2,returns true if a sheeps wool has been sheared
func_70893_e,setSheared,2,make a sheep sheared if set to true
func_70895_a,getRandomFleeceColor,2,This method is called when a sheep spawns in the world to select the color of sheep fleece.
func_70896_n,getFleeceColor,2,Gets the fleece color of this sheep entity.
func_70900_e,setSaddled,2,Set or remove the saddle of the pig.
func_70901_n,getSaddled,2,Returns true if the pig is saddled.
func_70902_q,getOwner,2,Gets the owner of this tameable entity.
func_70903_f,setTamed,2,Sets the tamed of this wolf entity.
func_70904_g,setSitting,2,Sets the sitting of this tameable entity.
func_70905_p,getOwnerName,2,Gets the owner name of this entity/block.
func_70906_o,isSitting,2,Checks if this tameable entity is sitting.
func_70908_e,playTameEffect,2,"Play the taming effect, will either be hearts or smoke depending on status"
func_70909_n,isTamed,2,Checks if this tameable entity is tamed.
func_70910_a,setOwner,2,Sets the owner of this entity/block.
func_70912_b,setTameSkin,2,Sets the tame skin of this ocelot entity.
func_70913_u,getTameSkin,2,Gets the tame skin of this ocelot entity.
func_70915_j,getShadingWhileShaking,2,Used when calculating the amount of shading to apply while the wolf is shaking.
func_70916_h,setAngry,2,Sets whether this wolf is angry or not.
func_70917_k,getInterestedAngle,2,Gets the integererested angle of this wolf entity.
func_70919_bu,isAngry,2,Determines whether this wolf is angry or not.
func_70920_v,getTailRotation,2,Gets the tAIl rotation of this wolf entity.
func_70921_u,getWolfShaking,2,Gets the wolf shaking of this wolf entity.
func_70923_f,getShakeAngle,2,Gets the shake angle of this wolf entity.
func_70930_a,setRecipes,2,Sets the recipes of this villager entity.
func_70931_l_,getCustomer,2,Gets the customer of this villager entity.
func_70932_a_,setCustomer,2,Sets the customer of this villager entity.
func_70933_a,useRecipe,2,Method to use recipe on this villager entity.
func_70934_b,getRecipes,2,Gets the recipes of this villager entity.
func_70938_b,setProfession,2,Sets the profession of this villager entity.
func_70939_f,setPlaying,2,Sets the playing of this villager entity.
func_70940_q,isTrading,2,Checks if this villager entity is trading.
func_70941_o,isMating,2,Checks if this villager entity is mating.
func_70942_a,generateRandomParticles,2,par1 is the particleName
func_70945_p,isPlaying,2,Checks if this villager entity is playing.
func_70946_n,getProfession,2,Gets the profession of this villager entity.
func_70947_e,setMating,2,Sets the mating of this villager entity.
func_70950_c,addDefaultEquipmentAndRecipies,2,"based on the villagers profession add items, equipment, and recipies adds par1 random items to the list of things that the villager wants to buy. (at most 1 of each wanted type is added)"
func_70965_a,attackEntityFromPart,2,Method to attack entity from part on this dragon entity.
func_70967_k,setNewTarget,2,Sets a new target for the flight AI. It can be a random coordinate or a nearby player.
func_70969_j,updateDragonEnderCrystal,2,Updates the state of the enderdragon's current endercrystal.
func_70970_a,collideWithEntities,2,Pushes all entities inside the list away from the enderdragon.
func_70971_b,attackEntitiesInList,2,"Attacks all entities inside this list, dealing 5 hearts of damage."
func_70972_a,destroyBlocksInAABB,2,Destroys all blocks that aren't associated with 'The End' inside the given bounding box.
func_70973_b,simplifyAngle,2,Simplifies the value of a number by adding/subtracting 180 to the point that the number is between -180 and 180.
func_70974_a,getMovementOffsets,2,"Returns a double[3] array with movement offsets, used to calculate trailing tail/neck positions. [0] = yaw offset, [1] = y offset, [2] = unused, always 0. Parameters: buffer index offset, partial ticks."
func_70975_a,createEnderPortal,2,Creates the ender portal leading back to the normal world after defeating the enderdragon.
func_70996_bM,shouldHeal,2,Checks if the player's health is not full and not zero.
func_70997_bJ,getBedLocation,2,"Returns the location of the bed the player will respawn at, or null if the player has not slept in a bed."
func_70998_m,interactWith,2,Method to integereract with on this player.
func_70999_a,wakeUpPlayer,2,Wake up the player if they're sleeping.
func_71000_j,addMovementStat,2,"Adds a value to a movement statistic field - like run, walk, swin or climb."
func_71001_a,onItemPickup,2,"Called whenever an item is picked up from walking over it. Args: pickedUpEntity, stackSize"
func_71002_c,displayGUIEnchantment,2,Method to display GUI enchantment on this player.
func_71004_bE,respawnPlayer,2,Method to respawn player on this player.
func_71005_bN,getInventoryEnderChest,2,Returns the InventoryEnderChest of this player.
func_71007_a,displayGUIChest,2,Displays the GUI for interacting with a chest inventory. Args: chestInventory
func_71008_a,setItemInUse,2,"sets the itemInUse when the use item button is clicked. Args: itemstack, int maxItemUseDuration"
func_71009_b,onCriticalHit,2,Called when the player performs a critical hit on the Entity. Args: entity that was hit critically
func_71010_c,updateItemUse,2,Plays sounds and makes particles for item in use state
func_71011_bu,getItemInUse,2,returns the ItemStack containing the itemInUse
func_71012_a,joinEntityItemWithWorld,2,Joins the passed in entity item with the world. Args: entityItem
func_71015_k,addMountedMovementStat,2,"Adds a value to a mounted movement statistic field - by minecart, boat, or pig."
func_71016_p,sendPlayerAbilities,2,Sends the player's abilities to the server (if there is one).
func_71018_a,sleepInBedAt,2,puts player to sleep on specified bed if possible
func_71019_a,dropPlayerItemWithRandomChoice,2,"Args: itemstack, flag"
func_71020_j,addExhaustion,2,increases exhaustion level by supplied amount
func_71023_q,addExperience,2,Add experience points to player.
func_71024_bL,getFoodStats,2,Returns the player's FoodStats object.
func_71026_bH,isPlayerFullyAsleep,2,Returns whether or not the player is asleep and the screen has fully faded.
func_71027_c,travelToDimension,2,Teleports the entity to another dimension. Params: Dimension number to teleport to
func_71028_bD,destroyCurrentEquippedItem,2,Destroys the currently equipped item from the player's inventory.
func_71029_a,triggerAchievement,2,Will trigger the specified trigger.
func_71030_a,displayGUIMerchant,2,Method to display GUI merchant on this player.
func_71033_a,setGameType,2,Sets the player's game mode and sends it to them.
func_71034_by,stopUsingItem,2,Method to stop using item on this player.
func_71036_o,onItemUseFinish,2,"Used for when item use count runs out, ie: eating completed"
func_71037_bA,getScore,2,Gets the score of this player.
func_71038_i,swingItem,2,Swings the item the player is holding.
func_71039_bw,isUsingItem,2,"Checks if the entity is currently using an item (e.g., bow, food, sword) by holding down the useItemButton"
func_71040_bB,dropOneItem,2,Called when player presses the drop item key
func_71041_bz,clearItemInUse,2,Method to clear item in use on this player.
func_71043_e,canEat,2,Checks if this player is eat.
func_71044_o,collideWithPlayer,2,Method to collide with player on this player.
func_71045_bC,getCurrentEquippedItem,2,Returns the currently being used item by the player.
func_71047_c,onEnchantmentCritical,2,Called when this player enchantment critical.
func_71048_c,displayGUIBook,2,Displays the GUI for interacting with a book.
func_71049_a,clonePlayer,2,Copies the values from the given player into this player if boolean par2 is true. Always clones Ender Chest Inventory.
func_71050_bK,xpBarCap,2,"This method returns the cap amount of experience that the experience bar can hold. With each level, the experience cap on the player's experience bar is raised by 10."
func_71051_bG,getBedOrientationInDegrees,2,Returns the orientation of the bed in degrees.
func_71052_bv,getItemInUseCount,2,Returns the item in use count
func_71053_j,closeScreen,2,set current crafting inventory back to the 2x2 square
func_71056_a,verifyRespawnCoordinates,2,Ensure that a block enabling respawning exists at the specified coordinates and find an empty space nearby to spawn.
func_71057_bx,getItemInUseDuration,2,gets the duration for how long the current itemInUse has been in use
func_71058_b,displayGUIWorkbench,2,Displays the crafting GUI for a workbench.
func_71059_n,attackTargetEntityWithCurrentItem,2,Attacks for the player the targeted entity with the currently equipped item.  The equipped item has hitEntity called on it. Args: targetEntity
func_71060_bI,getSleepTimer,2,Gets the sleep timer of this player.
func_71061_d_,resetHeight,2,sets the players height back to normal after doing things like sleeping and dieing
func_71063_a,setSpawnChunk,2,Defines a spawn coordinate to player spawn. Used by bed after the player sleep on it.
func_71064_a,addStat,2,Adds a value to a statistic field.
func_71065_l,isInBed,2,Checks if the player is currently in a bed
func_71110_a,sendContainerAndContentsToPlayer,2,Method to send contAIner and contents to player on this player mp entity.
func_71111_a,sendSlotContents,2,"Sends the contents of an inventory slot to the client-side Container. This doesn't have to match the actual contents of that slot. Args: Container, slot number, slot contents"
func_71112_a,sendProgressBarUpdate,2,"Sends two ints to the client-side Container. Used for furnace burning time, smelting progress, brewing progress, and enchanting level. Normally the first int identifies which variable to update, and the second contains the new value. Both are truncated to shorts in non-local SMP."
func_71113_k,updateHeldItem,2,updates item held by mouse
func_71114_r,getPlayerIP,2,Gets the player's IP address. Used in /banip.
func_71116_b,addSelfToInternalCraftingInventory,2,Method to add self to integerernal crafting inventory on this player mp entity.
func_71117_bO,getNextWindowId,2,get the next window id to use
func_71118_n,setPlayerHealthUpdated,2,"this function is called when a players inventory is sent to him, lastHealth is updated on any dimension transitions, then reset."
func_71120_a,sendContainerToPlayer,2,Method to send contAIner to player on this player mp entity.
func_71121_q,getServerForPlayer,2,Gets the server for player of this player mp entity.
func_71122_b,handleFalling,2,process player falling based on movement packet
func_71123_m,mountEntityAndWakeUp,2,Method to mount entity and wake up on this player mp entity.
func_71124_b,getEquipmentInSlot,2,0: Tool in Hand; 1-4: Armor
func_71127_g,onUpdateEntity,2,Called when this player mp entity update entity.
func_71128_l,closeContainer,2,Closes the container the player currently has open.
func_71150_b,setPlayerSPHealth,2,Updates health locally.
func_71151_f,getFOVMultiplier,2,Gets the player's field of view multiplier. (ex. when flying)
func_71152_a,setXPStats,2,"Sets the current XP, total XP, and level number."
func_71153_f,isBlockTranslucent,2,Checks if this player sp entity is block translucent.
func_71165_d,sendChatMessage,2,Sends a chat message from the player. Args: chatMessage
func_71166_b,sendMotionUpdates,2,Send updated motion and position information to the server
func_71187_D,getCommandManager,2,Gets the command manager of this Minecraft server.
func_71188_g,setAllowPvp,2,Sets the allow pvp of this Minecraft server.
func_71190_q,updateTimeLightAndEntities,2,Method to update time light and entities on this Minecraft server.
func_71191_d,setBuildLimit,2,Sets the build limit of this Minecraft server.
func_71192_d,setUserMessage,2,"Typically ""menu.convertingLevel"", ""menu.loadingLevel"" or others."
func_71193_K,allowSpawnMonsters,2,Method to allow spawn monsters on this Minecraft server.
func_71194_c,canCreateBonusChest,2,Checks if this Minecraft server is create bonus chest.
func_71195_b_,getUserMessage,2,Gets the user message of this Minecraft server.
func_71197_b,startServer,2,Initialises the server and starts it.
func_71199_h,isHardcore,2,Defaults to false.
func_71200_ad,serverIsInRunLoop,2,Method to server is in run loop on this Minecraft server.
func_71203_ab,getConfigurationManager,2,Gets the configuration manager of this Minecraft server.
func_71204_b,setDemo,2,Sets whether this is a demo or not.
func_71205_p,setMOTD,2,Sets the motd of this Minecraft server.
func_71206_a,shareToLAN,2,"On dedicated does nothing. On integrated, sets commandsAllowedForAll, gameType and allows external connections."
func_71207_Z,getBuildLimit,2,Gets the build limit of this Minecraft server.
func_71209_f,getFile,2,Returns a File object from the specified string.
func_71210_a,setConfigurationManager,2,Sets the configuration manager of this entity/block.
func_71213_z,getAllUsernames,2,Returns an array of the usernames of all the connected players.
func_71214_G,getServerOwner,2,Returns the username of the server owner (for integrated servers)
func_71216_a_,outputPercentRemaining,2,Used to display a percent remaining given text and the percentage.
func_71217_p,tick,2,Main function called by run() every loop.
func_71218_a,worldServerForDimension,2,Gets the worldServer by the given dimension.
func_71219_W,isPVPEnabled,2,Checks if this Minecraft server is pvp enabled.
func_71220_V,getCanSpawnNPCs,2,Checks if the can spawn np cs.
func_71221_J,getWorldName,2,Gets the world name of this Minecraft server.
func_71222_d,initialWorldChunkLoad,2,Method to initial world chunk is loaded on this Minecraft server.
func_71223_ag,enableProfiling,2,Method to enable profiling on this Minecraft server.
func_71224_l,setServerOwner,2,Sets the username of the owner of this server (in the case of an integrated server)
func_71225_e,canStructuresSpawn,2,Checks if this Minecraft server is structures spawn.
func_71228_a,finalTick,2,Called on exit from the main run() loop.
func_71229_d,setOnlineMode,2,Sets the online mode of this Minecraft server.
func_71230_b,addServerInfoToCrashReport,2,"Adds the server info, including from theWorldServer, to the crash report."
func_71231_X,isFlightAllowed,2,Checks if this Minecraft server is flight allowed.
func_71233_x,getCurrentPlayerCount,2,Returns the number of players currently on the server.
func_71235_a,setGameType,2,Sets the game type for all worlds.
func_71236_h,logWarning,2,Logs the message with a level of WARN.
func_71237_c,convertMapIfNeeded,2,Method to convert map if needed on this Minecraft server.
func_71238_n,getDataDirectory,2,Gets the data directorY of this Minecraft server.
func_71240_o,systemExitNow,2,"Directly calls System.exit(0), instantly killing the program."
func_71242_L,isDemo,2,Gets whether this is a demo or not.
func_71243_i,clearCurrentTask,2,Set current task to null and set its percentage to 0.
func_71245_h,setAllowFlight,2,Sets the allow flight of this Minecraft server.
func_71246_n,setWorldName,2,Sets the world name of this Minecraft server.
func_71247_a,loadAllWorlds,2,Method to load all worlds on this Minecraft server.
func_71248_a,getPossibleCompletions,2,"If par2Str begins with /, then it searches for commands, otherwise it returns players."
func_71249_w,getMinecraftVersion,2,Returns the server's Minecraft version as string.
func_71250_E,getKeyPair,2,Gets KeyPair instanced in MinecraftServer.
func_71251_e,setCanSpawnAnimals,2,Sets the can spawn animals of this Minecraft server.
func_71253_a,setKeyPair,2,Sets the key pAIr of this Minecraft server.
func_71254_M,getActiveAnvilConverter,2,Gets the active anvil converter of this Minecraft server.
func_71255_r,getAllowNether,2,Gets the allow nether of this Minecraft server.
func_71256_s,startServerThread,2,Method to start server thread on this Minecraft server.
func_71257_f,setCanSpawnNPCs,2,Sets the can spawn np cs of this Minecraft server.
func_71259_af,getTickCounter,2,Gets the tick counter of this Minecraft server.
func_71260_j,stopServer,2,Saves all necessary data as preparation for stopping the server.
